timestamp,quality_setting,expected_bitrate,protocol,length,PC,src_port,dst_port,tcp_flags,seq_num,ack_num,src_ip,dst_ip,ttl,is_spotify_tls,tls_record_length,iat,second,throughput_kbps
1763318765.9776444,Normal,96,TLS,490,1,57372,443,0x0018,1,1,192.168.174.137,35.186.224.24,64,True,431.0,,1763318765,10.392
1763318765.9777205,Normal,96,TLS,809,1,57372,443,0x0018,437,1,192.168.174.137,35.186.224.24,64,True,34.0,7.605552673339844e-05,1763318765,10.392
1763318766.0098827,Normal,96,TLS,93,1,443,57372,0x0018,1,1192,35.186.224.24,192.168.174.137,128,True,34.0,0.03216218948364258,1763318766,4.536
1763318766.0450895,Normal,96,TLS,210,1,443,57372,0x0018,40,1192,35.186.224.24,192.168.174.137,128,True,75.0,0.03520679473876953,1763318766,4.536
1763318766.0465548,Normal,96,TLS,89,1,57372,443,0x0018,1192,196,192.168.174.137,35.186.224.24,64,True,30.0,0.0014653205871582031,1763318766,4.536
1763318766.046653,Normal,96,TLS,93,1,57372,443,0x0018,1227,196,192.168.174.137,35.186.224.24,64,True,34.0,9.822845458984375e-05,1763318766,4.536
1763318766.9658797,Normal,96,TLS,82,1,43776,443,0x0018,1,1,192.168.174.137,35.186.224.41,64,True,23.0,0.9192266464233398,1763318766,4.536
1763318767.0092387,Normal,96,TLS,78,1,443,43776,0x0018,1,29,35.186.224.41,192.168.174.137,128,True,19.0,0.04335904121398926,1763318767,0.624
1763318768.414844,Normal,96,TLS,685,1,38970,443,0x0018,1,1,192.168.174.137,35.186.224.26,64,True,626.0,1.4056053161621094,1763318768,88.296
1763318768.414979,Normal,96,TLS,93,1,38970,443,0x0018,632,1,192.168.174.137,35.186.224.26,64,True,34.0,0.00013494491577148438,1763318768,88.296
1763318768.4152465,Normal,96,TLS,165,1,38970,443,0x0018,671,1,192.168.174.137,35.186.224.26,64,True,106.0,0.0002675056457519531,1763318768,88.296
1763318768.4155269,Normal,96,TLS,214,1,38970,443,0x0018,782,1,192.168.174.137,35.186.224.26,64,True,155.0,0.0002803802490234375,1763318768,88.296
1763318768.415731,Normal,96,TLS,1514,1,38970,443,0x0010,942,1,192.168.174.137,35.186.224.26,64,True,,0.0002040863037109375,1763318768,88.296
1763318768.4157333,Normal,96,TLS,147,1,38970,443,0x0018,3862,1,192.168.174.137,35.186.224.26,64,True,3008.0,2.384185791015625e-06,1763318768,88.296
1763318768.4299824,Normal,96,TLS,93,1,443,38970,0x0018,1,3955,35.186.224.26,192.168.174.137,128,True,34.0,0.014249086380004883,1763318768,88.296
1763318768.542315,Normal,96,TLS,303,1,443,38970,0x0018,40,3955,35.186.224.26,192.168.174.137,128,True,94.0,0.11233258247375488,1763318768,88.296
1763318768.5423155,Normal,96,TLS,1514,1,443,38970,0x0010,289,3955,35.186.224.26,192.168.174.137,128,True,81.0,4.76837158203125e-07,1763318768,88.296
1763318768.5423157,Normal,96,TLS,1514,1,443,38970,0x0010,1749,3955,35.186.224.26,192.168.174.137,128,True,1407.0,2.384185791015625e-07,1763318768,88.296
1763318768.5423157,Normal,96,TLS,1514,1,443,38970,0x0010,3209,3955,35.186.224.26,192.168.174.137,128,True,870.0,0.0,1763318768,88.296
1763318768.5423157,Normal,96,TLS,1514,1,443,38970,0x0010,4669,3955,35.186.224.26,192.168.174.137,128,True,1407.0,0.0,1763318768,88.296
1763318768.5423157,Normal,96,TLS,1514,1,443,38970,0x0010,6129,3955,35.186.224.26,192.168.174.137,128,True,1407.0,0.0,1763318768,88.296
1763318768.5423157,Normal,96,TLS,71,1,443,38970,0x0018,7589,3955,35.186.224.26,192.168.174.137,128,True,235.0,0.0,1763318768,88.296
1763318768.5478172,Normal,96,TLS,89,1,38970,443,0x0018,3955,7606,192.168.174.137,35.186.224.26,64,True,30.0,0.005501508712768555,1763318768,88.296
1763318768.5478601,Normal,96,TLS,93,1,38970,443,0x0018,3990,7606,192.168.174.137,35.186.224.26,64,True,34.0,4.291534423828125e-05,1763318768,88.296
1763318773.8075035,Normal,96,TLS,97,1,43786,443,0x0018,1,1,192.168.174.137,35.186.224.41,64,True,38.0,5.259643316268921,1763318773,1.528
1763318773.875555,Normal,96,TLS,94,1,443,43786,0x0018,1,44,35.186.224.41,192.168.174.137,128,True,35.0,0.06805157661437988,1763318773,1.528
