timestamp,quality_setting,expected_bitrate,protocol,length,src_port,dst_port,tcp_flags,seq_num,ack_num,src_ip,dst_ip,ttl,is_spotify_tls,tls_record_length,iat,second,throughput_kbps
1763226684.3512852,Baja,24,TLS,1514,443,36314,0x0018,654778,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0015113353729248047,1763226684,1730.344
1763226684.35202,Baja,24,TLS,1514,443,36314,0x0010,670786,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0007348060607910156,1763226684,1730.344
1763226684.3525858,Baja,24,TLS,1514,443,36314,0x0010,688306,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0005657672882080078,1763226684,1730.344
1763226684.354084,Baja,24,TLS,1514,443,36314,0x0010,704366,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0014982223510742188,1763226684,1730.344
1763226684.3554034,Baja,24,TLS,1514,443,36314,0x0010,720477,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0013194084167480469,1763226684,1730.344
1763226684.3569205,Baja,24,TLS,1514,443,36314,0x0010,736485,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0015170574188232422,1763226684,1730.344
1763226684.3576121,Baja,24,TLS,1514,443,36314,0x0018,752545,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0006916522979736328,1763226684,1730.344
1763226684.359049,Baja,24,TLS,1514,443,36314,0x0018,770065,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0014369487762451172,1763226684,1730.344
1763226684.3595884,Baja,24,TLS,1514,443,36314,0x0010,786125,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0005393028259277344,1763226684,1730.344
1763226684.3596632,Baja,24,TLS,1514,443,36314,0x0010,802184,2531,199.232.34.248,192.168.174.137,128,True,16401.0,7.486343383789062e-05,1763226684,1730.344
1763226684.3598888,Baja,24,TLS,1514,443,36314,0x0018,818244,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00022554397583007812,1763226684,1730.344
1763226684.3911529,Baja,24,TLS,1514,443,36314,0x0010,835764,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.03126406669616699,1763226684,1730.344
1763226684.391719,Baja,24,TLS,1514,443,36314,0x0010,851824,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0005662441253662109,1763226684,1730.344
1763226684.3918114,Baja,24,TLS,1514,443,36314,0x0010,867884,2531,199.232.34.248,192.168.174.137,128,True,16401.0,9.226799011230469e-05,1763226684,1730.344
1763226684.3921418,Baja,24,TLS,1514,443,36314,0x0010,883944,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0003304481506347656,1763226684,1730.344
1763226684.4052777,Baja,24,TLS,1514,443,36314,0x0010,901463,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.013135910034179688,1763226684,1730.344
1763226684.4055374,Baja,24,TLS,1514,443,36314,0x0010,917523,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00025963783264160156,1763226684,1730.344
1763226684.4063346,Baja,24,TLS,1514,443,36314,0x0010,933583,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.000797271728515625,1763226684,1730.344
1763226684.406498,Baja,24,TLS,1514,443,36314,0x0010,949643,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0001633167266845703,1763226684,1730.344
1763226684.4067266,Baja,24,TLS,1514,443,36314,0x0010,967162,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00022864341735839844,1763226684,1730.344
1763226684.4068956,Baja,24,TLS,1514,443,36314,0x0010,983222,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0001690387725830078,1763226684,1730.344
1763226684.4096334,Baja,24,TLS,1514,443,36314,0x0010,999282,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.002737760543823242,1763226684,1730.344
1763226684.4098566,Baja,24,TLS,1514,443,36314,0x0010,1015342,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0002231597900390625,1763226684,1730.344
1763226684.4099526,Baja,24,TLS,1514,443,36314,0x0010,1031402,2531,199.232.34.248,192.168.174.137,128,True,16401.0,9.608268737792969e-05,1763226684,1730.344
1763226684.4101493,Baja,24,TLS,1514,443,36314,0x0010,1032862,2531,199.232.34.248,192.168.174.137,128,True,,0.00019669532775878906,1763226684,1730.344
1763226684.410345,Baja,24,TLS,1513,443,36314,0x0018,1048922,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0001957416534423828,1763226684,1730.344
1763226684.4458036,Baja,24,TLS,1514,443,36314,0x0010,1064981,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.03545856475830078,1763226684,1730.344
1763226684.4462693,Baja,24,TLS,1514,443,36314,0x0010,1081041,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00046563148498535156,1763226684,1730.344
1763226684.4465108,Baja,24,TLS,1514,443,36314,0x0010,1097101,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0002415180206298828,1763226684,1730.344
1763226684.4466038,Baja,24,TLS,1514,443,36314,0x0010,1114620,2531,199.232.34.248,192.168.174.137,128,True,16401.0,9.298324584960938e-05,1763226684,1730.344
1763226684.446932,Baja,24,TLS,1514,443,36314,0x0018,1130680,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00032830238342285156,1763226684,1730.344
1763226684.4580367,Baja,24,TLS,1514,443,36314,0x0010,1146740,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.011104583740234375,1763226684,1730.344
1763226684.458221,Baja,24,TLS,1514,443,36314,0x0010,1162800,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0001842975616455078,1763226684,1730.344
1763226684.4584415,Baja,24,TLS,1514,443,36314,0x0010,1180320,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0002205371856689453,1763226684,1730.344
1763226684.459196,Baja,24,TLS,1514,443,36314,0x0010,1196379,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0007545948028564453,1763226684,1730.344
1763226684.473644,Baja,24,TLS,1514,443,36314,0x0010,1212439,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.014447927474975586,1763226684,1730.344
1763226684.4739325,Baja,24,TLS,1514,443,36314,0x0010,1228499,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0002884864807128906,1763226684,1730.344
1763226684.4740293,Baja,24,TLS,1514,443,36314,0x0010,1246019,2531,199.232.34.248,192.168.174.137,128,True,16401.0,9.679794311523438e-05,1763226684,1730.344
1763226684.474586,Baja,24,TLS,1514,443,36314,0x0010,1262079,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0005567073822021484,1763226684,1730.344
1763226684.4776893,Baja,24,TLS,1514,443,36314,0x0010,1278138,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0031032562255859375,1763226684,1730.344
1763226684.4778666,Baja,24,TLS,1514,443,36314,0x0010,1294198,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0001773834228515625,1763226684,1730.344
1763226684.477937,Baja,24,TLS,1514,443,36314,0x0010,1311718,2531,199.232.34.248,192.168.174.137,128,True,16401.0,7.033348083496094e-05,1763226684,1730.344
1763226684.4782665,Baja,24,TLS,1514,443,36314,0x0010,1327778,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0003294944763183594,1763226684,1730.344
1763226684.498553,Baja,24,TLS,1514,443,36314,0x0010,1343837,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.02028656005859375,1763226684,1730.344
1763226684.4987578,Baja,24,TLS,1514,443,36314,0x0010,1359897,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0002048015594482422,1763226684,1730.344
1763226684.4988348,Baja,24,TLS,1514,443,36314,0x0010,1375957,2531,199.232.34.248,192.168.174.137,128,True,16401.0,7.700920104980469e-05,1763226684,1730.344
1763226684.4992008,Baja,24,TLS,1513,443,36314,0x0018,1393477,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00036597251892089844,1763226684,1730.344
1763226684.5094059,Baja,24,TLS,1514,443,36314,0x0010,1409536,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.01020503044128418,1763226684,1730.344
1763226684.5095606,Baja,24,TLS,1514,443,36314,0x0010,1425596,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00015473365783691406,1763226684,1730.344
1763226684.5097682,Baja,24,TLS,1514,443,36314,0x0010,1441656,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00020766258239746094,1763226684,1730.344
1763226684.5296314,Baja,24,TLS,1514,443,36314,0x0010,1459175,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.019863128662109375,1763226684,1730.344
1763226684.529946,Baja,24,TLS,1514,443,36314,0x0010,1475235,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0003147125244140625,1763226684,1730.344
1763226684.5301676,Baja,24,TLS,1514,443,36314,0x0010,1491295,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00022149085998535156,1763226684,1730.344
1763226684.5304422,Baja,24,TLS,1514,443,36314,0x0010,1507355,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.000274658203125,1763226684,1730.344
1763226684.5311189,Baja,24,TLS,1514,443,36314,0x0018,1524874,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0006766319274902344,1763226684,1730.344
1763226684.5332108,Baja,24,TLS,1514,443,36314,0x0010,1540934,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0020918846130371094,1763226684,1730.344
1763226684.5333831,Baja,24,TLS,1514,443,36314,0x0010,1556994,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0001723766326904297,1763226684,1730.344
1763226684.5336995,Baja,24,TLS,1514,443,36314,0x0010,1573054,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00031638145446777344,1763226684,1730.344
1763226684.5457273,Baja,24,TLS,1514,443,36314,0x0010,1590573,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.012027740478515625,1763226684,1730.344
1763226684.545827,Baja,24,TLS,1514,443,36314,0x0010,1606633,2531,199.232.34.248,192.168.174.137,128,True,16401.0,9.965896606445312e-05,1763226684,1730.344
1763226684.5460079,Baja,24,TLS,1514,443,36314,0x0010,1622693,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00018095970153808594,1763226684,1730.344
1763226684.5462375,Baja,24,TLS,1514,443,36314,0x0010,1638753,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0002295970916748047,1763226684,1730.344
1763226684.5672061,Baja,24,TLS,1514,443,36314,0x0010,1656272,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.02096867561340332,1763226684,1730.344
1763226684.567315,Baja,24,TLS,1514,443,36314,0x0010,1672332,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00010895729064941406,1763226684,1730.344
1763226684.5679467,Baja,24,TLS,1514,443,36314,0x0010,1688392,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0006315708160400391,1763226684,1730.344
1763226684.5683815,Baja,24,TLS,1514,443,36314,0x0010,1704452,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00043487548828125,1763226684,1730.344
1763226684.5977027,Baja,24,TLS,1514,443,36314,0x0010,1720511,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.02932119369506836,1763226684,1730.344
1763226684.5978293,Baja,24,TLS,1514,443,36314,0x0010,1738031,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0001266002655029297,1763226684,1730.344
1763226684.5981276,Baja,24,TLS,1514,443,36314,0x0010,1754091,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0002982616424560547,1763226684,1730.344
1763226684.5983315,Baja,24,TLS,1514,443,36314,0x0010,1770151,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00020384788513183594,1763226684,1730.344
1763226684.6021523,Baja,24,TLS,1514,443,36314,0x0010,1786210,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0038208961486816406,1763226684,1730.344
1763226684.602259,Baja,24,TLS,1514,443,36314,0x0010,1803730,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00010657310485839844,1763226684,1730.344
1763226684.602599,Baja,24,TLS,1514,443,36314,0x0010,1819790,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0003399848937988281,1763226684,1730.344
1763226684.6027641,Baja,24,TLS,1514,443,36314,0x0010,1835850,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0001652240753173828,1763226684,1730.344
1763226684.6150348,Baja,24,TLS,1514,443,36314,0x0010,1851909,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.012270689010620117,1763226684,1730.344
1763226684.6151016,Baja,24,TLS,1514,443,36314,0x0010,1869429,2531,199.232.34.248,192.168.174.137,128,True,16401.0,6.67572021484375e-05,1763226684,1730.344
1763226684.6152537,Baja,24,TLS,1514,443,36314,0x0010,1885489,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00015211105346679688,1763226684,1730.344
1763226684.615349,Baja,24,TLS,1514,443,36314,0x0010,1901549,2531,199.232.34.248,192.168.174.137,128,True,16401.0,9.5367431640625e-05,1763226684,1730.344
1763226684.6260393,Baja,24,TLS,1514,443,36314,0x0010,1917608,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.01069021224975586,1763226684,1730.344
1763226684.6262915,Baja,24,TLS,1514,443,36314,0x0010,1935128,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0002522468566894531,1763226684,1730.344
1763226684.6263244,Baja,24,TLS,1514,443,36314,0x0010,1951188,2531,199.232.34.248,192.168.174.137,128,True,16401.0,3.2901763916015625e-05,1763226684,1730.344
1763226684.6263988,Baja,24,TLS,1514,443,36314,0x0010,1967248,2531,199.232.34.248,192.168.174.137,128,True,16401.0,7.43865966796875e-05,1763226684,1730.344
1763226684.6380694,Baja,24,TLS,1514,443,36314,0x0010,1983307,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.011670589447021484,1763226684,1730.344
1763226684.6381402,Baja,24,TLS,1514,443,36314,0x0010,1999367,2531,199.232.34.248,192.168.174.137,128,True,16401.0,7.081031799316406e-05,1763226684,1730.344
1763226684.638269,Baja,24,TLS,1514,443,36314,0x0010,2016887,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00012874603271484375,1763226684,1730.344
1763226684.638338,Baja,24,TLS,1514,443,36314,0x0010,2032947,2531,199.232.34.248,192.168.174.137,128,True,16401.0,6.914138793945312e-05,1763226684,1730.344
1763226684.640687,Baja,24,TLS,1514,443,36314,0x0010,2049006,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.0023488998413085938,1763226684,1730.344
1763226684.6407366,Baja,24,TLS,1514,443,36314,0x0010,2065066,2531,199.232.34.248,192.168.174.137,128,True,16401.0,4.9591064453125e-05,1763226684,1730.344
1763226684.6408312,Baja,24,TLS,1514,443,36314,0x0010,2082586,2531,199.232.34.248,192.168.174.137,128,True,16401.0,9.465217590332031e-05,1763226684,1730.344
1763226684.6409452,Baja,24,TLS,1514,443,36314,0x0010,2098646,2531,199.232.34.248,192.168.174.137,128,True,16401.0,0.00011396408081054688,1763226684,1730.344
1763226684.644316,Baja,24,TLS,353,443,36314,0x0018,2111785,2531,199.232.34.248,192.168.174.137,128,True,12829.0,0.0033707618713378906,1763226684,1730.344
1763226699.6023433,Baja,24,TLS,82,35774,443,0x0018,169,145,192.168.174.137,35.186.224.41,64,True,23.0,14.958027362823486,1763226699,1.28
1763226699.6387067,Baja,24,TLS,78,443,35774,0x0018,145,197,35.186.224.41,192.168.174.137,128,True,19.0,0.03636336326599121,1763226699,1.28
1763226703.395779,Baja,24,TLS,97,35778,443,0x0018,259,241,192.168.174.137,35.186.224.41,64,True,38.0,3.7570722103118896,1763226703,1.528
1763226703.4294806,Baja,24,TLS,94,443,35778,0x0018,241,302,35.186.224.41,192.168.174.137,128,True,35.0,0.03370165824890137,1763226703,1.528
1763226729.600234,Baja,24,TLS,82,35774,443,0x0018,197,169,192.168.174.137,35.186.224.41,64,True,23.0,26.170753479003906,1763226729,1.28
1763226729.6547103,Baja,24,TLS,78,443,35774,0x0018,169,225,35.186.224.41,192.168.174.137,128,True,19.0,0.054476261138916016,1763226729,1.28
1763226733.43313,Baja,24,TLS,97,35778,443,0x0018,302,281,192.168.174.137,35.186.224.41,64,True,38.0,3.7784197330474854,1763226733,1.528
1763226733.471768,Baja,24,TLS,94,443,35778,0x0018,281,345,35.186.224.41,192.168.174.137,128,True,35.0,0.03863787651062012,1763226733,1.528
1763226759.6017108,Baja,24,TLS,82,35774,443,0x0018,225,193,192.168.174.137,35.186.224.41,64,True,23.0,26.129942893981934,1763226759,1.28
1763226759.637908,Baja,24,TLS,78,443,35774,0x0018,193,253,35.186.224.41,192.168.174.137,128,True,19.0,0.03619718551635742,1763226759,1.28
1763226763.477564,Baja,24,TLS,97,35778,443,0x0018,345,321,192.168.174.137,35.186.224.41,64,True,38.0,3.839656114578247,1763226763,1.528
1763226763.5636802,Baja,24,TLS,94,443,35778,0x0018,321,388,35.186.224.41,192.168.174.137,128,True,35.0,0.08611607551574707,1763226763,1.528
1763226789.6004016,Baja,24,TLS,82,35774,443,0x0018,253,217,192.168.174.137,35.186.224.41,64,True,23.0,26.0367214679718,1763226789,1.28
1763226789.6357505,Baja,24,TLS,78,443,35774,0x0018,217,281,35.186.224.41,192.168.174.137,128,True,19.0,0.03534889221191406,1763226789,1.28
1763226793.585225,Baja,24,TLS,97,35778,443,0x0018,388,361,192.168.174.137,35.186.224.41,64,True,38.0,3.949474573135376,1763226793,1.528
1763226793.6295776,Baja,24,TLS,94,443,35778,0x0018,361,431,35.186.224.41,192.168.174.137,128,True,35.0,0.04435253143310547,1763226793,1.528
1763226798.2771082,Baja,24,TLS,165,41180,443,0x0018,4903,4592,192.168.174.137,35.186.224.26,64,True,106.0,4.647530555725098,1763226798,63.744
1763226798.2774756,Baja,24,TLS,1514,41180,443,0x0010,5014,4592,192.168.174.137,35.186.224.26,64,True,34.0,0.0003674030303955078,1763226798,63.744
1763226798.2774863,Baja,24,TLS,588,41180,443,0x0018,6474,4592,192.168.174.137,35.186.224.26,64,True,1950.0,1.0728836059570312e-05,1763226798,63.744
1763226798.2922692,Baja,24,TLS,93,443,41180,0x0018,4592,7008,35.186.224.26,192.168.174.137,128,True,34.0,0.014782905578613281,1763226798,63.744
1763226798.375983,Baja,24,TLS,1514,443,41180,0x0010,4631,7008,35.186.224.26,192.168.174.137,128,True,80.0,0.08371376991271973,1763226798,63.744
1763226798.3759837,Baja,24,TLS,691,443,41180,0x0018,6091,7008,35.186.224.26,192.168.174.137,128,True,1407.0,7.152557373046875e-07,1763226798,63.744
1763226798.381831,Baja,24,TLS,89,41180,443,0x0018,7008,6728,192.168.174.137,35.186.224.26,64,True,30.0,0.00584721565246582,1763226798,63.744
1763226798.3825707,Baja,24,TLS,93,41180,443,0x0018,7043,6728,192.168.174.137,35.186.224.26,64,True,34.0,0.0007398128509521484,1763226798,63.744
1763226798.7488472,Baja,24,TLS,1514,45188,443,0x0010,1,1,192.168.174.137,35.186.224.24,64,True,,0.36627650260925293,1763226798,63.744
1763226798.7488942,Baja,24,TLS,651,45188,443,0x0018,1461,1,192.168.174.137,35.186.224.24,64,True,2052.0,4.696846008300781e-05,1763226798,63.744
1763226798.798905,Baja,24,TLS,266,443,45188,0x0018,1,2058,35.186.224.24,192.168.174.137,128,True,128.0,0.05001068115234375,1763226798,63.744
1763226798.800748,Baja,24,TLS,118,45188,443,0x0018,2058,213,192.168.174.137,35.186.224.24,64,True,1.0,0.0018432140350341797,1763226798,63.744
1763226798.8659618,Baja,24,TLS,672,443,45188,0x0018,213,2122,35.186.224.24,192.168.174.137,128,True,551.0,0.06521368026733398,1763226798,63.744
1763226799.9985683,Baja,24,TLS,139,51530,443,0x0018,2677,5796,192.168.174.137,2.17.211.227,64,True,80.0,1.1326065063476562,1763226799,1.856
1763226799.999187,Baja,24,TLS,93,51530,443,0x0018,2762,5796,192.168.174.137,2.17.211.227,64,True,34.0,0.0006186962127685547,1763226799,1.856
1763226800.0182333,Baja,24,TLS,1514,443,51530,0x0010,5796,2801,2.17.211.227,192.168.174.137,128,True,295.0,0.019046306610107422,1763226800,37.536
1763226800.0197213,Baja,24,TLS,700,443,51530,0x0018,21856,2801,2.17.211.227,192.168.174.137,128,True,16401.0,0.0014879703521728516,1763226800,37.536
1763226800.0197215,Baja,24,TLS,1514,443,51530,0x0010,22502,2801,2.17.211.227,192.168.174.137,128,True,26.0,2.384185791015625e-07,1763226800,37.536
1763226800.0210578,Baja,24,TLS,704,443,51530,0x0018,31262,2801,2.17.211.227,192.168.174.137,128,True,9374.0,0.0013363361358642578,1763226800,37.536
1763226800.0239952,Baja,24,TLS,93,443,51530,0x0018,31912,2801,2.17.211.227,192.168.174.137,128,True,34.0,0.00293731689453125,1763226800,37.536
1763226800.0296555,Baja,24,TLS,89,51530,443,0x0018,2801,31951,192.168.174.137,2.17.211.227,64,True,30.0,0.005660295486450195,1763226800,37.536
1763226800.8095655,Baja,24,TLS,78,443,52742,0x0018,241918,3003,2.17.211.234,192.168.174.137,128,True,19.0,0.7799100875854492,1763226800,37.536
1763226801.1126816,Baja,24,TLS,1514,57246,443,0x0010,1,1,192.168.174.137,2.17.112.149,64,True,,0.3031160831451416,1763226801,210.008
1763226801.1126878,Baja,24,TLS,616,57246,443,0x0018,1461,1,192.168.174.137,2.17.112.149,64,True,2017.0,6.198883056640625e-06,1763226801,210.008
1763226801.1415863,Baja,24,TLS,318,443,57246,0x0018,1,2023,2.17.112.149,192.168.174.137,128,True,128.0,0.02889847755432129,1763226801,210.008
1763226801.1435091,Baja,24,TLS,134,57246,443,0x0018,2023,265,192.168.174.137,2.17.112.149,64,True,1.0,0.0019228458404541016,1763226801,210.008
1763226801.1438255,Baja,24,TLS,146,57246,443,0x0018,2103,265,192.168.174.137,2.17.112.149,64,True,87.0,0.00031638145446777344,1763226801,210.008
1763226801.1442723,Baja,24,TLS,504,57246,443,0x0018,2195,265,192.168.174.137,2.17.112.149,64,True,445.0,0.0004467964172363281,1763226801,210.008
1763226801.1444757,Baja,24,TLS,228,57246,443,0x0018,2645,265,192.168.174.137,2.17.112.149,64,True,82.0,0.0002033710479736328,1763226801,210.008
1763226801.1587615,Baja,24,TLS,341,443,57246,0x0018,265,2819,2.17.112.149,192.168.174.137,128,True,282.0,0.014285802841186523,1763226801,210.008
1763226801.1706355,Baja,24,TLS,1514,443,57246,0x0010,552,2819,2.17.112.149,192.168.174.137,128,True,56.0,0.011873960494995117,1763226801,210.008
1763226801.171088,Baja,24,TLS,1514,45194,443,0x0010,1,1,192.168.174.137,35.186.224.24,64,True,,0.0004525184631347656,1763226801,210.008
1763226801.1710927,Baja,24,TLS,683,45194,443,0x0018,1461,1,192.168.174.137,35.186.224.24,64,True,2084.0,4.76837158203125e-06,1763226801,210.008
1763226801.173168,Baja,24,TLS,1514,443,57246,0x0010,17004,2819,2.17.112.149,192.168.174.137,128,True,16401.0,0.0020751953125,1763226801,210.008
1763226801.173332,Baja,24,TLS,1514,443,57246,0x0010,25764,2819,2.17.112.149,192.168.174.137,128,True,9374.0,0.000164031982421875,1763226801,210.008
1763226801.1733322,Baja,24,TLS,1514,443,57246,0x0010,27224,2819,2.17.112.149,192.168.174.137,128,True,297.0,2.384185791015625e-07,1763226801,210.008
1763226801.1761868,Baja,24,TLS,1514,443,57246,0x0018,43284,2819,2.17.112.149,192.168.174.137,128,True,16401.0,0.002854585647583008,1763226801,210.008
1763226801.1792903,Baja,24,TLS,1514,443,57246,0x0010,59344,2819,2.17.112.149,192.168.174.137,128,True,16401.0,0.003103494644165039,1763226801,210.008
1763226801.185897,Baja,24,TLS,1514,443,57246,0x0010,75404,2819,2.17.112.149,192.168.174.137,128,True,16401.0,0.0066068172454833984,1763226801,210.008
1763226801.1890118,Baja,24,TLS,1514,443,57246,0x0018,92924,2819,2.17.112.149,192.168.174.137,128,True,16401.0,0.0031147003173828125,1763226801,210.008
1763226801.194673,Baja,24,TLS,85,57246,443,0x0018,2819,97303,192.168.174.137,2.17.112.149,64,True,26.0,0.0056612491607666016,1763226801,210.008
1763226801.1949408,Baja,24,TLS,1514,443,57246,0x0010,108983,2819,2.17.112.149,192.168.174.137,128,True,16401.0,0.0002677440643310547,1763226801,210.008
1763226801.1952531,Baja,24,TLS,1514,443,57246,0x0010,125043,2850,2.17.112.149,192.168.174.137,128,True,16401.0,0.0003123283386230469,1763226801,210.008
1763226801.1992745,Baja,24,TLS,1514,443,57246,0x0010,142144,2850,2.17.112.149,192.168.174.137,128,True,16401.0,0.004021406173706055,1763226801,210.008
1763226801.1992745,Baja,24,TLS,1107,443,57246,0x0018,143604,2850,2.17.112.149,192.168.174.137,128,True,1994.0,0.0,1763226801,210.008
1763226801.2247744,Baja,24,TLS,266,443,45194,0x0018,1,2090,35.186.224.24,192.168.174.137,128,True,128.0,0.025499820709228516,1763226801,210.008
1763226801.2370758,Baja,24,TLS,118,45194,443,0x0018,2090,213,192.168.174.137,35.186.224.24,64,True,1.0,0.012301445007324219,1763226801,210.008
1763226801.2504706,Baja,24,TLS,672,443,45194,0x0018,213,2154,35.186.224.24,192.168.174.137,128,True,551.0,0.013394832611083984,1763226801,210.008
1763226801.348352,Baja,24,TLS,139,51530,443,0x0018,2836,31951,192.168.174.137,2.17.211.227,64,True,80.0,0.09788131713867188,1763226801,210.008
1763226801.3990393,Baja,24,TLS,1071,443,51530,0x0018,31951,2921,2.17.211.227,192.168.174.137,128,True,285.0,0.050687313079833984,1763226801,210.008
1763226801.9803987,Baja,24,TLS,141,57246,443,0x0018,2850,144657,192.168.174.137,2.17.112.149,64,True,82.0,0.5813593864440918,1763226801,210.008
1763226802.0002077,Baja,24,TLS,1514,443,57246,0x0010,144657,2937,2.17.112.149,192.168.174.137,128,True,296.0,0.01980900764465332,1763226802,1545.024
1763226802.000549,Baja,24,TLS,1514,443,57246,0x0010,160717,2937,2.17.112.149,192.168.174.137,128,True,16401.0,0.0003414154052734375,1763226802,1545.024
1763226802.0009127,Baja,24,TLS,1514,443,57246,0x0010,176777,2937,2.17.112.149,192.168.174.137,128,True,16401.0,0.0003635883331298828,1763226802,1545.024
1763226802.0016384,Baja,24,TLS,1514,443,57246,0x0010,193515,2937,2.17.112.149,192.168.174.137,128,True,16401.0,0.0007257461547851562,1763226802,1545.024
1763226802.0020218,Baja,24,TLS,870,443,57246,0x0018,208115,2937,2.17.112.149,192.168.174.137,128,True,14657.0,0.0003833770751953125,1763226802,1545.024
1763226802.1030412,Baja,24,TLS,141,57246,443,0x0018,2937,208931,192.168.174.137,2.17.112.149,64,True,82.0,0.10101938247680664,1763226802,1545.024
1763226802.117177,Baja,24,TLS,141,57246,443,0x0018,3024,208931,192.168.174.137,2.17.112.149,64,True,82.0,0.01413583755493164,1763226802,1545.024
1763226802.1177058,Baja,24,TLS,141,57246,443,0x0018,3111,208931,192.168.174.137,2.17.112.149,64,True,82.0,0.0005288124084472656,1763226802,1545.024
1763226802.1181264,Baja,24,TLS,141,57246,443,0x0018,3198,208931,192.168.174.137,2.17.112.149,64,True,82.0,0.00042057037353515625,1763226802,1545.024
1763226802.118499,Baja,24,TLS,141,57246,443,0x0018,3285,208931,192.168.174.137,2.17.112.149,64,True,82.0,0.0003726482391357422,1763226802,1545.024
1763226802.1211255,Baja,24,TLS,1514,443,57246,0x0010,208931,3372,2.17.112.149,192.168.174.137,128,True,297.0,0.0026264190673828125,1763226802,1545.024
1763226802.1217368,Baja,24,TLS,1514,443,57246,0x0010,224991,3372,2.17.112.149,192.168.174.137,128,True,16401.0,0.0006113052368164062,1763226802,1545.024
