timestamp,quality_setting,expected_bitrate,protocol,length,PC,src_port,dst_port,tcp_flags,seq_num,ack_num,src_ip,dst_ip,ttl,is_spotify_tls,tls_record_length,iat,second,throughput_kbps
1763316395.1223881,Baja,24,TLS,170,1,57372,443,0x0018,1,1,192.168.174.137,35.186.224.24,64,True,111.0,,1763316395,9.304
1763316395.1234493,Baja,24,TLS,93,1,57372,443,0x0018,117,1,192.168.174.137,35.186.224.24,64,True,34.0,0.0010612010955810547,1763316395,9.304
1763316395.1239583,Baja,24,TLS,574,1,57372,443,0x0018,156,1,192.168.174.137,35.186.224.24,64,True,515.0,0.0005090236663818359,1763316395,9.304
1763316395.1506047,Baja,24,TLS,93,1,443,57372,0x0018,1,676,35.186.224.24,192.168.174.137,128,True,34.0,0.02664637565612793,1763316395,9.304
1763316395.1843827,Baja,24,TLS,140,1,443,57372,0x0018,40,676,35.186.224.24,192.168.174.137,128,True,81.0,0.03377795219421387,1763316395,9.304
1763316395.1867623,Baja,24,TLS,93,1,57372,443,0x0018,676,126,192.168.174.137,35.186.224.24,64,True,34.0,0.0023796558380126953,1763316395,9.304
1763316396.9660645,Baja,24,TLS,82,1,43776,443,0x0018,1,1,192.168.174.137,35.186.224.41,64,True,23.0,1.7793021202087402,1763316396,0.656
1763316397.0246763,Baja,24,TLS,78,1,443,43776,0x0018,1,29,35.186.224.41,192.168.174.137,128,True,19.0,0.05861186981201172,1763316397,26.152
1763316397.90274,Baja,24,TLS,1514,1,42620,443,0x0010,1,1,192.168.174.137,35.186.224.26,64,True,,0.8780636787414551,1763316397,26.152
1763316397.902749,Baja,24,TLS,621,1,42620,443,0x0018,1461,1,192.168.174.137,35.186.224.26,64,True,2022.0,9.059906005859375e-06,1763316397,26.152
1763316397.9532118,Baja,24,TLS,266,1,443,42620,0x0018,1,2028,35.186.224.26,192.168.174.137,128,True,128.0,0.05046272277832031,1763316397,26.152
1763316397.9549901,Baja,24,TLS,118,1,42620,443,0x0018,2028,213,192.168.174.137,35.186.224.26,64,True,1.0,0.0017783641815185547,1763316397,26.152
1763316397.9700756,Baja,24,TLS,672,1,443,42620,0x0018,213,2092,35.186.224.26,192.168.174.137,128,True,551.0,0.015085458755493164,1763316397,26.152
1763316400.5957642,Baja,24,TLS,97,1,43786,443,0x0018,1,1,192.168.174.137,35.186.224.41,64,True,38.0,2.6256885528564453,1763316400,1.528
1763316400.6521513,Baja,24,TLS,94,1,443,43786,0x0018,1,44,35.186.224.41,192.168.174.137,128,True,35.0,0.05638718605041504,1763316400,1.528
1763316404.5300486,Baja,24,TLS,151,1,38970,443,0x0018,1,1,192.168.174.137,35.186.224.26,64,True,92.0,3.877897262573242,1763316404,106.2
1763316404.5301368,Baja,24,TLS,93,1,38970,443,0x0018,98,1,192.168.174.137,35.186.224.26,64,True,34.0,8.821487426757812e-05,1763316404,106.2
1763316404.5557966,Baja,24,TLS,93,1,443,38970,0x0018,1,137,35.186.224.26,192.168.174.137,128,True,34.0,0.025659799575805664,1763316404,106.2
1763316404.56269,Baja,24,TLS,165,1,38970,443,0x0018,137,40,192.168.174.137,35.186.224.26,64,True,106.0,0.0068933963775634766,1763316404,106.2
1763316404.562802,Baja,24,TLS,1514,1,38970,443,0x0010,248,40,192.168.174.137,35.186.224.26,64,True,,0.00011205673217773438,1763316404,106.2
1763316404.5628045,Baja,24,TLS,1267,1,38970,443,0x0018,1708,40,192.168.174.137,35.186.224.26,64,True,2668.0,2.384185791015625e-06,1763316404,106.2
1763316404.5679202,Baja,24,TLS,139,1,443,38970,0x0018,40,2921,35.186.224.26,192.168.174.137,128,True,80.0,0.0051157474517822266,1763316404,106.2
1763316404.5712023,Baja,24,TLS,1514,1,55140,443,0x0010,1,1,192.168.174.137,35.186.224.24,64,True,,0.0032820701599121094,1763316404,106.2
1763316404.5712094,Baja,24,TLS,715,1,55140,443,0x0018,1461,1,192.168.174.137,35.186.224.24,64,True,2116.0,7.152557373046875e-06,1763316404,106.2
1763316404.5713618,Baja,24,TLS,93,1,38970,443,0x0018,2921,125,192.168.174.137,35.186.224.26,64,True,34.0,0.00015234947204589844,1763316404,106.2
1763316404.6221466,Baja,24,TLS,266,1,443,55140,0x0018,1,2122,35.186.224.24,192.168.174.137,128,True,128.0,0.05078482627868652,1763316404,106.2
1763316404.6221478,Baja,24,TLS,1514,1,443,38970,0x0010,125,2960,35.186.224.26,192.168.174.137,128,True,80.0,1.1920928955078125e-06,1763316404,106.2
1763316404.622148,Baja,24,TLS,1497,1,443,38970,0x0018,1585,2960,35.186.224.26,192.168.174.137,128,True,1407.0,2.384185791015625e-07,1763316404,106.2
1763316404.6316416,Baja,24,TLS,118,1,55140,443,0x0018,2122,213,192.168.174.137,35.186.224.24,64,True,1.0,0.009493589401245117,1763316404,106.2
1763316404.6347113,Baja,24,TLS,93,1,443,38970,0x0018,3028,2960,35.186.224.26,192.168.174.137,128,True,34.0,0.003069639205932617,1763316404,106.2
1763316404.6424356,Baja,24,TLS,89,1,38970,443,0x0018,2960,3067,192.168.174.137,35.186.224.26,64,True,30.0,0.007724285125732422,1763316404,106.2
1763316404.6425774,Baja,24,TLS,93,1,38970,443,0x0018,2995,3067,192.168.174.137,35.186.224.26,64,True,34.0,0.0001418590545654297,1763316404,106.2
1763316404.6442862,Baja,24,TLS,672,1,443,55140,0x0018,213,2186,35.186.224.24,192.168.174.137,128,True,551.0,0.0017087459564208984,1763316404,106.2
1763316404.8215358,Baja,24,TLS,1514,1,55142,443,0x0010,1,1,192.168.174.137,35.186.224.24,64,True,,0.17724967002868652,1763316404,106.2
1763316404.8215404,Baja,24,TLS,619,1,55142,443,0x0018,1461,1,192.168.174.137,35.186.224.24,64,True,2020.0,4.5299530029296875e-06,1763316404,106.2
1763316404.8702807,Baja,24,TLS,266,1,443,55142,0x0018,1,2026,35.186.224.24,192.168.174.137,128,True,128.0,0.048740386962890625,1763316404,106.2
1763316404.8706338,Baja,24,TLS,118,1,55142,443,0x0018,2026,213,192.168.174.137,35.186.224.24,64,True,1.0,0.00035309791564941406,1763316404,106.2
1763316404.8843582,Baja,24,TLS,672,1,443,55142,0x0018,213,2090,35.186.224.24,192.168.174.137,128,True,551.0,0.013724327087402344,1763316404,106.2
1763316426.9659576,Baja,24,TLS,82,1,43776,443,0x0018,29,25,192.168.174.137,35.186.224.41,64,True,23.0,22.081599473953247,1763316426,1.28
1763316426.999441,Baja,24,TLS,78,1,443,43776,0x0018,25,57,35.186.224.41,192.168.174.137,128,True,19.0,0.033483266830444336,1763316426,1.28
1763316430.6542041,Baja,24,TLS,97,1,43786,443,0x0018,44,41,192.168.174.137,35.186.224.41,64,True,38.0,3.6547632217407227,1763316430,1.528
1763316430.688647,Baja,24,TLS,94,1,443,43786,0x0018,41,87,35.186.224.41,192.168.174.137,128,True,35.0,0.034442901611328125,1763316430,1.528
1763316432.9136322,Baja,24,TLS,78,1,443,50906,0x0019,1,2,2.17.112.205,192.168.174.137,128,True,19.0,2.224985122680664,1763316432,0.624
1763316433.36268,Baja,24,TLS,78,1,443,46246,0x0019,1,2,2.17.112.149,192.168.174.137,128,True,19.0,0.4490478038787842,1763316433,0.624
1763316456.9660788,Baja,24,TLS,82,1,43776,443,0x0018,57,49,192.168.174.137,35.186.224.41,64,True,23.0,23.60339879989624,1763316456,1.28
1763316456.9994829,Baja,24,TLS,78,1,443,43776,0x0018,49,85,35.186.224.41,192.168.174.137,128,True,19.0,0.03340411186218262,1763316456,1.28
1763316460.6902099,Baja,24,TLS,97,1,43786,443,0x0018,87,81,192.168.174.137,35.186.224.41,64,True,38.0,3.6907269954681396,1763316460,1.528
1763316460.72487,Baja,24,TLS,94,1,443,43786,0x0018,81,130,35.186.224.41,192.168.174.137,128,True,35.0,0.03466010093688965,1763316460,1.528
1763316486.9660747,Baja,24,TLS,82,1,43776,443,0x0018,85,73,192.168.174.137,35.186.224.41,64,True,23.0,26.241204738616943,1763316486,0.656
1763316487.013916,Baja,24,TLS,78,1,443,43776,0x0018,73,113,35.186.224.41,192.168.174.137,128,True,19.0,0.04784131050109863,1763316487,0.624
1763316490.7399862,Baja,24,TLS,97,1,43786,443,0x0018,130,121,192.168.174.137,35.186.224.41,64,True,38.0,3.7260701656341553,1763316490,1.528
